name,parent,LABEL,DESCRIPTION,LEAD,PARTICIPANTS,LINE,TYPE,ICON,LINK,WIDTH,HEIGHT,LINK_TYPE,LEN,POSITION2,POSITION1
5.1.02.01.04.00.00.00,5.1.02.01.00.00.00.00,Back office operation,N/A; ,2-Capital / Equity; ,N/A; ,lemonchiffon,Process,,javascript:void(0),153,15,none,21,15,-163
5.1.02.02.00.00.00.00,5.1.02.00.00.00.00.00,Ongoing Project Monitoring,N/A; ,2-Capital / Equity; ,N/A; ,lemonchiffon,Process,,javascript:void(0),189,15,none,26,15,-200
5.1.02.03.00.00.00.00,5.1.02.00.00.00.00.00,Commence establishment of O&M SPV,N/A; ,2-Capital / Equity; ,N/A; ,lemonchiffon,Process,,javascript:void(0),240,15,none,33,15,-252
5.1.02.04.00.00.00.00,5.1.02.00.00.00.00.00,Asset Management Group Lessons Learned,N/A; ,2-Capital / Equity; ,N/A; ,lemonchiffon,Meeting,,javascript:void(0),276,15,none,38,15,-290
5.1.02.05.00.00.00.00,5.1.02.00.00.00.00.00,SPV preparation II,N/A; ,2-Capital / Equity; ,N/A; ,lemonchiffon,Header,,javascript:void(0),131,15,none,18,15,-141
5.1.02.05.01.00.00.00,5.1.02.05.00.00.00.00,Monitor DB,N/A; ,2-Capital / Equity; ,N/A; ,lemonchiffon,Review,,javascript:void(0),73,15,none,10,15,-81
5.1.02.05.02.00.00.00,5.1.02.05.00.00.00.00,Asset Management,N/A; ,2-Capital / Equity; ,N/A; ,lemonchiffon,Process,,javascript:void(0),116,15,none,16,15,-126
5.1.04.00.00.00.00.00,5.1.00.00.00.00.00.00,Commercial,N/A; ,4-Commercial; ,N/A; ,lemonchiffon,Division,,javascript:void(0),73,15,none,10,15,-81
5.1.04.01.00.00.00.00,5.1.04.00.00.00.00.00,Quarterly Project Reviews,N/A; ,8-Project Controls; ,4-Commercial; 11-Procurement; 12-Risk Management; 17-Construction & Project Management; 19-Finance; ,lemonchiffon,Review,,javascript:void(0),182,15,none,25,15,-193
5.1.04.01.00.00.00.00,5.1.04.00.00.00.00.00,Ongoing Management,N/A; ,19-Finance; ,4-Commercial; ,lemonchiffon,Header,,javascript:void(0),131,15,none,18,15,-141
5.1.04.01.01.00.00.00,5.1.04.01.00.00.00.00,Claims Management - reporting,N/A; ,19-Finance; ,4-Commercial; ,lemonchiffon,Process,,javascript:void(0),211,15,none,29,15,-223
5.1.04.01.02.00.00.00,5.1.04.01.00.00.00.00,Change Management - update financial impact,N/A; ,19-Finance; ,4-Commercial; ,lemonchiffon,Process,,javascript:void(0),313,15,none,43,15,-327
5.1.04.02.00.00.00.00,5.1.04.00.00.00.00.00,Risk Reviews,N/A; ,12-Risk Management; ,"4-Commercial; 5-Legal; 8-Project Controls; 11-Procurement; 13-Quality; 14-Human Ressources; 15-(HSSE) Health, Safety, Security Environment; 16-Engineering; 17-Construction & Project Management; 19-Finance; ",lemonchiffon,Header,,javascript:void(0),87,15,none,12,15,-96
5.1.04.02.01.00.00.00,5.1.04.02.00.00.00.00,Monthly Project Risk Register Review,N/A; ,12-Risk Management; ,"4-Commercial; 5-Legal; 8-Project Controls; 11-Procurement; 13-Quality; 14-Human Ressources; 15-(HSSE) Health, Safety, Security Environment; 16-Engineering; 17-Construction & Project Management; 19-Finance; ",lemonchiffon,Review,,javascript:void(0),262,15,none,36,15,-275
5.1.04.02.02.00.00.00,5.1.04.02.00.00.00.00,Quarterly schedule Risk Assessment Review,N/A; ,12-Risk Management; ,"4-Commercial; 5-Legal; 8-Project Controls; 11-Procurement; 13-Quality; 14-Human Ressources; 15-(HSSE) Health, Safety, Security Environment; 16-Engineering; 17-Construction & Project Management; 19-Finance; ",lemonchiffon,Review,,javascript:void(0),298,15,none,41,15,-312
5.1.05.00.00.00.00.00,5.1.00.00.00.00.00.00,Legal,N/A; ,5-Legal; ,N/A; ,lemonchiffon,Division,,javascript:void(0),36,15,none,5,15,-44
5.1.05.01.00.00.00.00,5.1.05.00.00.00.00.00,Risk Reviews,N/A; ,12-Risk Management; ,"4-Commercial; 5-Legal; 8-Project Controls; 11-Procurement; 13-Quality; 14-Human Ressources; 15-(HSSE) Health, Safety, Security Environment; 16-Engineering; 17-Construction & Project Management; 19-Finance; ",lemonchiffon,Header,,javascript:void(0),87,15,none,12,15,-96
5.1.05.01.01.00.00.00,5.1.05.01.00.00.00.00,Monthly Project Risk Register Review,N/A; ,12-Risk Management; ,"4-Commercial; 5-Legal; 8-Project Controls; 11-Procurement; 13-Quality; 14-Human Ressources; 15-(HSSE) Health, Safety, Security Environment; 16-Engineering; 17-Construction & Project Management; 19-Finance; ",lemonchiffon,Review,,javascript:void(0),262,15,none,36,15,-275
5.1.05.01.02.00.00.00,5.1.05.01.00.00.00.00,Quarterly schedule Risk Assessment Review,N/A; ,12-Risk Management; ,"4-Commercial; 5-Legal; 8-Project Controls; 11-Procurement; 13-Quality; 14-Human Ressources; 15-(HSSE) Health, Safety, Security Environment; 16-Engineering; 17-Construction & Project Management; 19-Finance; ",lemonchiffon,Review,,javascript:void(0),298,15,none,41,15,-312
5.1.05.02.00.00.00.00,5.1.05.00.00.00.00.00,Ongoing Legal Advice,N/A; ,5-Legal; ,N/A; ,lemonchiffon,Header,,javascript:void(0),145,15,none,20,15,-155
5.1.05.02.01.00.00.00,5.1.05.02.00.00.00.00,Procurement (RFP negociations with subcontractors),N/A; ,5-Legal; ,N/A; ,lemonchiffon,Process,,javascript:void(0),364,15,none,50,15,-379
5.1.05.02.02.00.00.00,5.1.05.02.00.00.00.00,Terms & Conditions,N/A; ,5-Legal; ,N/A; ,lemonchiffon,Process,,javascript:void(0),131,15,none,18,15,-141
5.1.05.02.03.00.00.00,5.1.05.02.00.00.00.00,Dispute Process,N/A; ,5-Legal; ,N/A; ,lemonchiffon,Process,,javascript:void(0),109,15,none,15,15,-118
5.1.05.02.04.00.00.00,5.1.05.02.00.00.00.00,Change Management,N/A; ,5-Legal; ,N/A; ,lemonchiffon,Process,,javascript:void(0),124,15,none,17,15,-133
5.1.05.03.00.00.00.00,5.1.05.00.00.00.00.00,Support claims process,N/A; ,5-Legal; ,4-Commercial; ,lemonchiffon,Process,,javascript:void(0),160,15,none,22,15,-170
5.1.05.04.00.00.00.00,5.1.05.00.00.00.00.00,Preparation of Project's Lessons Learned,Preparation of Project’s Lessons Learned (6 months prior to project close-out),12-Risk Management; ,"4-Commercial; 8-Project Controls; 11-Procurement; 13-Quality; 14-Human Ressources; 15-(HSSE) Health, Safety, Security Environment; 16-Engineering; 17-Construction & Project Management; ",lemonchiffon,Process,,javascript:void(0),291,15,none,40,15,-304
5.1.07.00.00.00.00.00,5.1.00.00.00.00.00.00,Estimation,N/A; ,7-Estimation; ,N/A; ,lemonchiffon,Division,,javascript:void(0),73,15,none,10,15,-81
5.1.07.01.00.00.00.00,5.1.07.00.00.00.00.00,Evaluate project scope changes,N/A; ,7-Estimation; ,16-Engineering; 17-Construction & Project Management; ,lemonchiffon,Division,,javascript:void(0),218,15,none,30,15,-230
5.1.08.00.00.00.00.00,5.1.00.00.00.00.00.00,Project Controls / Schecule,N/A; ,8-Project Controls; ,N/A; ,lemonchiffon,Division,,javascript:void(0),196,15,none,27,15,-208
5.1.08.01.00.00.00.00,5.1.08.00.00.00.00.00,Quarterly Project Reviews,N/A; ,8-Project Controls; ,4-Commercial; 11-Procurement; 12-Risk Management; 17-Construction & Project Management; 19-Finance; ,lemonchiffon,Review,,javascript:void(0),182,15,none,25,15,-193
5.1.08.02.00.00.00.00,5.1.08.00.00.00.00.00,Risk Reviews,N/A; ,12-Risk Management; ,"4-Commercial; 5-Legal; 8-Project Controls; 11-Procurement; 13-Quality; 14-Human Ressources; 15-(HSSE) Health, Safety, Security Environment; 16-Engineering; 17-Construction & Project Management; 19-Finance; ",lemonchiffon,Header,,javascript:void(0),87,15,none,12,15,-96
5.1.08.02.01.00.00.00,5.1.08.02.00.00.00.00,Monthly Project Risk Register Review,N/A; ,12-Risk Management; ,"4-Commercial; 5-Legal; 8-Project Controls; 11-Procurement; 13-Quality; 14-Human Ressources; 15-(HSSE) Health, Safety, Security Environment; 16-Engineering; 17-Construction & Project Management; 19-Finance; ",lemonchiffon,Review,,javascript:void(0),262,15,none,36,15,-275
5.1.08.02.02.00.00.00,5.1.08.02.00.00.00.00,Quarterly schedule Risk Assessment Review,N/A; ,12-Risk Management; ,"4-Commercial; 5-Legal; 8-Project Controls; 11-Procurement; 13-Quality; 14-Human Ressources; 15-(HSSE) Health, Safety, Security Environment; 16-Engineering; 17-Construction & Project Management; 19-Finance; ",lemonchiffon,Review,,javascript:void(0),298,15,none,41,15,-312
5.1.08.03.00.00.00.00,5.1.08.00.00.00.00.00,Cost Management,N/A; ,8-Project Controls; ,N/A; ,lemonchiffon,Process,,javascript:void(0),109,15,none,15,15,-118
5.1.08.04.00.00.00.00,5.1.08.00.00.00.00.00,Validate cost/budget impact,N/A; ,8-Project Controls; ,N/A; ,lemonchiffon,Process,,javascript:void(0),196,15,none,27,15,-208
5.1.08.05.00.00.00.00,5.1.08.00.00.00.00.00,"Monitoring, control and forecasting",N/A; ,8-Project Controls; ,N/A; ,lemonchiffon,Process,,javascript:void(0),254,15,none,35,15,-267
5.1.08.06.00.00.00.00,5.1.08.00.00.00.00.00,Personnel assignment management (MRL),N/A; ,8-Project Controls; ,N/A; ,lemonchiffon,Process,,javascript:void(0),269,15,none,37,15,-282
5.1.08.07.00.00.00.00,5.1.08.00.00.00.00.00,Ongoing/Periodic Project Control Processes,N/A; ,8-Project Controls; ,N/A; ,lemonchiffon,Header,,javascript:void(0),305,15,none,42,15,-319
5.1.08.07.01.00.00.00,5.1.08.07.00.00.00.00,"Ongoing support, training and guidance to project controls staff","Ongoing support, training and guidance to project controls staff and teams",8-Project Controls; ,N/A; ,lemonchiffon,Process,,javascript:void(0),465,15,none,64,15,-483
5.1.08.07.02.00.00.00,5.1.08.07.00.00.00.00,Adjust project controls staffing to evolving project needs,N/A; ,8-Project Controls; ,N/A; ,lemonchiffon,Process,,javascript:void(0),422,15,none,58,15,-438
5.1.08.07.03.00.00.00,5.1.08.07.00.00.00.00,Conduct internal project reviews and audits,N/A; ,8-Project Controls; ,N/A; ,lemonchiffon,Process,,javascript:void(0),313,15,none,43,15,-327
5.1.08.07.04.00.00.00,5.1.08.07.00.00.00.00,Validate information produced by project controls and used for reporting,Review / validate information produced by project controls and used for BU reporting / financial planning (39AG0050),8-Project Controls; ,N/A; ,lemonchiffon,Process,,javascript:void(0),523,15,none,72,15,-543
5.1.08.07.05.00.00.00,5.1.08.07.00.00.00.00,Specialized services to projects,N/A; ,8-Project Controls; ,N/A; ,lemonchiffon,Header,,javascript:void(0),233,15,none,32,15,-245
5.1.08.07.05.01.00.00,5.1.08.07.05.00.00.00,Time impact analyses,N/A; ,8-Project Controls; ,N/A; ,lemonchiffon,Process,,javascript:void(0),145,15,none,20,15,-155
5.1.08.07.05.02.00.00,5.1.08.07.05.00.00.00,Linear Schedules (TiLOS),N/A; ,8-Project Controls; ,N/A; ,lemonchiffon,Process,,javascript:void(0),174,15,none,24,15,-185
5.1.08.07.05.03.00.00,5.1.08.07.05.00.00.00,Cost re-forecasting,N/A; ,8-Project Controls; ,N/A; ,lemonchiffon,Process,,javascript:void(0),138,15,none,19,15,-148
5.1.08.07.05.04.00.00,5.1.08.07.05.00.00.00,Cash flow modeling,N/A; ,8-Project Controls; ,N/A; ,lemonchiffon,Process,,javascript:void(0),131,15,none,18,15,-141
5.1.08.08.00.00.00.00,5.1.08.00.00.00.00.00,Project schedule change management,Project Schedule change management (39AG0050),8-Project Controls; ,4-Commercial; ,lemonchiffon,Process,,javascript:void(0),247,15,none,34,15,-260
5.1.08.09.00.00.00.00,5.1.08.00.00.00.00.00,Project Peer Reviews,N/A; ,12-Risk Management; ,"11-Procurement; 13-Quality; 15-(HSSE) Health, Safety, Security Environment; 16-Engineering; 17-Construction & Project Management; ",lemonchiffon,Header,,javascript:void(0),145,15,none,20,15,-155
5.1.08.09.01.00.00.00,5.1.08.09.00.00.00.00,100 Day Review,N/A; ,12-Risk Management; ,"11-Procurement; 13-Quality; 15-(HSSE) Health, Safety, Security Environment; 16-Engineering; 17-Construction & Project Management; ",lemonchiffon,Review,,javascript:void(0),102,15,none,14,15,-111
5.1.08.09.02.00.00.00,5.1.08.09.00.00.00.00,60% of Completion Engineering Review,N/A; ,12-Risk Management; ,"11-Procurement; 13-Quality; 15-(HSSE) Health, Safety, Security Environment; 16-Engineering; 17-Construction & Project Management; ",lemonchiffon,Review,,javascript:void(0),262,15,none,36,15,-275
5.1.08.09.03.00.00.00,5.1.08.09.00.00.00.00,30% of Construction Review,N/A; ,12-Risk Management; ,"11-Procurement; 13-Quality; 15-(HSSE) Health, Safety, Security Environment; 16-Engineering; 17-Construction & Project Management; ",lemonchiffon,Review,,javascript:void(0),189,15,none,26,15,-200
5.1.08.09.04.00.00.00,5.1.08.09.00.00.00.00,"Review as requested by the CEO, CFO, EVP IMS or Sector President",N/A; ,12-Risk Management; ,"11-Procurement; 13-Quality; 15-(HSSE) Health, Safety, Security Environment; 16-Engineering; 17-Construction & Project Management; ",lemonchiffon,Review,,javascript:void(0),465,15,none,64,15,-483
5.1.08.10.00.00.00.00,5.1.08.00.00.00.00.00,Schedule Management,N/A; ,8-Project Controls; ,N/A; ,lemonchiffon,Header,,javascript:void(0),138,15,none,19,15,-148
5.1.08.10.01.00.00.00,5.1.08.10.00.00.00.00,Identify delays and calculate critical paths to completion,N/A; ,8-Project Controls; ,N/A; ,lemonchiffon,Process,,javascript:void(0),422,15,none,58,15,-438
5.1.08.10.02.00.00.00,5.1.08.10.00.00.00.00,Monthly Schedule Updates,N/A; ,8-Project Controls; ,N/A; ,lemonchiffon,Process,,javascript:void(0),174,15,none,24,15,-185
5.1.08.10.03.00.00.00,5.1.08.10.00.00.00.00,Progress Measurement,N/A; ,8-Project Controls; ,N/A; ,lemonchiffon,Process,,javascript:void(0),145,15,none,20,15,-155
5.1.08.11.00.00.00.00,5.1.08.00.00.00.00.00,Preparation of Project Lessons Learned (6 months prior to project close-out),N/A; ,12-Risk Management; ,"4-Commercial; 5-Legal; 8-Project Controls; 11-Procurement; 13-Quality; 14-Human Ressources; 15-(HSSE) Health, Safety, Security Environment; 16-Engineering; 17-Construction & Project Management; 19-Finance; ",lemonchiffon,Process,,javascript:void(0),553,15,none,76,15,-572
5.1.09.00.00.00.00.00,5.1.00.00.00.00.00.00,Project Management Systems,N/A; ,9-Project Management Systems; ,N/A; ,lemonchiffon,Division,,javascript:void(0),189,15,none,26,15,-200
5.1.09.01.00.00.00.00,5.1.09.00.00.00.00.00,"Implementation, Support and maintenance of project systems",N/A; ,9-Project Management Systems; ,N/A; ,lemonchiffon,Action/Decision,,javascript:void(0),422,15,none,58,15,-438
5.1.10.00.00.00.00.00,5.1.00.00.00.00.00.00,Document Control,N/A; ,10-Document Control; ,N/A; ,lemonchiffon,Division,,javascript:void(0),116,15,none,16,15,-126
5.1.10.01.00.00.00.00,5.1.10.00.00.00.00.00,"Implementation, Support and maintenance of document control process",N/A; ,10-Document Control; ,N/A; ,lemonchiffon,Action/Decision,,javascript:void(0),487,15,none,67,15,-505
5.1.10.02.00.00.00.00,5.1.10.00.00.00.00.00,Plan handover to O&M and define requirements,N/A; ,10-Document Control; ,N/A; ,lemonchiffon,Process,,javascript:void(0),320,15,none,44,15,-334
5.1.11.00.00.00.00.00,5.1.00.00.00.00.00.00,Procurement,N/A; ,11-Procurement; ,N/A; ,lemonchiffon,Division,,http://infozone.snclavalin.com/en/files/1554-procurement-en.pdf,80,15,new,11,15,-88
5.1.11.01.00.00.00.00,5.1.11.00.00.00.00.00,Quarterly Project Reviews,N/A; ,8-Project Controls; ,4-Commercial; 11-Procurement; 12-Risk Management; 17-Construction & Project Management; 19-Finance; ,lemonchiffon,Review,,javascript:void(0),182,15,none,25,15,-193
5.1.11.02.00.00.00.00,5.1.11.00.00.00.00.00,Risk Reviews,N/A; ,12-Risk Management; ,"4-Commercial; 5-Legal; 8-Project Controls; 11-Procurement; 13-Quality; 14-Human Ressources; 15-(HSSE) Health, Safety, Security Environment; 16-Engineering; 17-Construction & Project Management; 19-Finance; ",lemonchiffon,Header,,javascript:void(0),87,15,none,12,15,-96
5.1.11.02.01.00.00.00,5.1.11.02.00.00.00.00,Monthly Project Risk Register Review,N/A; ,12-Risk Management; ,"4-Commercial; 5-Legal; 8-Project Controls; 11-Procurement; 13-Quality; 14-Human Ressources; 15-(HSSE) Health, Safety, Security Environment; 16-Engineering; 17-Construction & Project Management; 19-Finance; ",lemonchiffon,Review,,javascript:void(0),262,15,none,36,15,-275
5.1.11.02.02.00.00.00,5.1.11.02.00.00.00.00,Quarterly schedule Risk Assessment Review,N/A; ,12-Risk Management; ,"4-Commercial; 5-Legal; 8-Project Controls; 11-Procurement; 13-Quality; 14-Human Ressources; 15-(HSSE) Health, Safety, Security Environment; 16-Engineering; 17-Construction & Project Management; 19-Finance; ",lemonchiffon,Review,,javascript:void(0),298,15,none,41,15,-312
5.1.11.03.00.00.00.00,5.1.11.00.00.00.00.00,Procurment Finalization,N/A; ,11-Procurement; ,N/A; ,lemonchiffon,Header,,javascript:void(0),167,15,none,23,15,-178
5.1.11.03.01.00.00.00,5.1.11.03.00.00.00.00,Assignment of Procurement Staff per Confirmed MFL,N/A; ,11-Procurement; ,N/A; ,lemonchiffon,Action/Decision,,javascript:void(0),356,15,none,49,15,-371
5.1.11.03.02.00.00.00,5.1.11.03.00.00.00.00,Update/Review Startup Checklist & Transition to 100 Day Review,N/A; ,11-Procurement; ,N/A; ,lemonchiffon,Process,,javascript:void(0),451,15,none,62,15,-468
5.1.11.03.03.00.00.00,5.1.11.03.00.00.00.00,Finalize Project Procurement Plan,N/A; ,11-Procurement; ,N/A; ,lemonchiffon,Action/Decision,,javascript:void(0),240,15,none,33,15,-252
5.1.11.04.00.00.00.00,5.1.11.00.00.00.00.00,Ongoing Tasks,N/A; ,11-Procurement; ,N/A; ,lemonchiffon,Header,,javascript:void(0),95,15,none,13,15,-103
5.1.11.04.01.00.00.00,5.1.11.04.00.00.00.00,Training,N/A; ,11-Procurement; ,N/A; ,lemonchiffon,Process,,javascript:void(0),58,15,none,8,15,-66
5.1.11.04.02.00.00.00,5.1.11.04.00.00.00.00,Guidance,N/A; ,11-Procurement; ,N/A; ,lemonchiffon,Process,,javascript:void(0),58,15,none,8,15,-66
5.1.11.04.03.00.00.00,5.1.11.04.00.00.00.00,Support ,N/A; ,11-Procurement; ,N/A; ,lemonchiffon,Process,,javascript:void(0),58,15,none,8,15,-66
5.1.11.04.04.00.00.00,5.1.11.04.00.00.00.00,Monitor,N/A; ,11-Procurement; ,N/A; ,lemonchiffon,Process,,javascript:void(0),51,15,none,7,15,-59
5.1.11.04.05.00.00.00,5.1.11.04.00.00.00.00,Review,N/A; ,11-Procurement; ,N/A; ,lemonchiffon,Process,,javascript:void(0),44,15,none,6,15,-51
5.1.11.04.06.00.00.00,5.1.11.04.00.00.00.00,Audits,N/A; ,11-Procurement; ,N/A; ,lemonchiffon,Process,,javascript:void(0),44,15,none,6,15,-51
5.1.11.04.07.00.00.00,5.1.11.04.00.00.00.00,Health-Checks,N/A; ,11-Procurement; ,N/A; ,lemonchiffon,Process,,javascript:void(0),95,15,none,13,15,-103
5.1.11.04.08.00.00.00,5.1.11.04.00.00.00.00,Recommendations,N/A; ,11-Procurement; ,N/A; ,lemonchiffon,Process,,javascript:void(0),109,15,none,15,15,-118
5.1.11.05.00.00.00.00,5.1.11.00.00.00.00.00,Execute Procurement Management,N/A; ,11-Procurement; ,N/A; ,lemonchiffon,Header,,javascript:void(0),218,15,none,30,15,-230
5.1.11.05.01.00.00.00,5.1.11.05.00.00.00.00,Pre-Award,N/A; ,11-Procurement; ,N/A; ,lemonchiffon,Header,,javascript:void(0),65,15,none,9,15,-74
5.1.11.05.01.01.00.00,5.1.11.05.01.00.00.00,Purchasing,N/A; ,11-Procurement; ,N/A; ,lemonchiffon,Process,,javascript:void(0),73,15,none,10,15,-81
5.1.11.05.01.02.00.00,5.1.11.05.01.00.00.00,Subcontract Formation,N/A; ,11-Procurement; ,N/A; ,lemonchiffon,Process,,javascript:void(0),153,15,none,21,15,-163
5.1.11.05.02.00.00.00,5.1.11.05.00.00.00.00,Post-Award,N/A; ,11-Procurement; ,N/A; ,lemonchiffon,Header,,javascript:void(0),73,15,none,10,15,-81
5.1.11.05.02.01.00.00,5.1.11.05.02.00.00.00,Subcontract Administration,N/A; ,11-Procurement; ,N/A; ,lemonchiffon,Process,,javascript:void(0),189,15,none,26,15,-200
5.1.11.05.02.02.00.00,5.1.11.05.02.00.00.00,Expediting,N/A; ,11-Procurement; ,N/A; ,lemonchiffon,Process,,javascript:void(0),73,15,none,10,15,-81
5.1.11.05.02.03.00.00,5.1.11.05.02.00.00.00,Logistics,N/A; ,11-Procurement; ,N/A; ,lemonchiffon,Process,,javascript:void(0),65,15,none,9,15,-74
5.1.11.05.02.04.00.00,5.1.11.05.02.00.00.00,Materials Management,N/A; ,11-Procurement; ,N/A; ,lemonchiffon,Process,,javascript:void(0),145,15,none,20,15,-155
5.1.11.06.00.00.00.00,5.1.11.00.00.00.00.00,Project Peer Reviews,N/A; ,12-Risk Management; ,"11-Procurement; 13-Quality; 15-(HSSE) Health, Safety, Security Environment; 16-Engineering; 17-Construction & Project Management; ",lemonchiffon,Header,,javascript:void(0),145,15,none,20,15,-155
5.1.11.06.01.00.00.00,5.1.11.06.00.00.00.00,100 Day Review,N/A; ,12-Risk Management; ,"11-Procurement; 13-Quality; 15-(HSSE) Health, Safety, Security Environment; 16-Engineering; 17-Construction & Project Management; ",lemonchiffon,Review,,javascript:void(0),102,15,none,14,15,-111
5.1.11.06.02.00.00.00,5.1.11.06.00.00.00.00,60% of Completion Engineering Review,N/A; ,12-Risk Management; ,"11-Procurement; 13-Quality; 15-(HSSE) Health, Safety, Security Environment; 16-Engineering; 17-Construction & Project Management; ",lemonchiffon,Review,,javascript:void(0),262,15,none,36,15,-275
5.1.11.06.03.00.00.00,5.1.11.06.00.00.00.00,30% of Construction Review,N/A; ,12-Risk Management; ,"11-Procurement; 13-Quality; 15-(HSSE) Health, Safety, Security Environment; 16-Engineering; 17-Construction & Project Management; ",lemonchiffon,Review,,javascript:void(0),189,15,none,26,15,-200
5.1.11.06.04.00.00.00,5.1.11.06.00.00.00.00,"Review as requested by the CEO, CFO, EVP IMS or Sector President",N/A; ,12-Risk Management; ,"11-Procurement; 13-Quality; 15-(HSSE) Health, Safety, Security Environment; 16-Engineering; 17-Construction & Project Management; ",lemonchiffon,Review,,javascript:void(0),465,15,none,64,15,-483
5.1.11.07.00.00.00.00,5.1.11.00.00.00.00.00,Preparation of Project Lessons Learned (6 months prior to project close-out),N/A; ,12-Risk Management; ,"4-Commercial; 5-Legal; 8-Project Controls; 11-Procurement; 13-Quality; 14-Human Ressources; 15-(HSSE) Health, Safety, Security Environment; 16-Engineering; 17-Construction & Project Management; 19-Finance; ",lemonchiffon,Process,,javascript:void(0),553,15,none,76,15,-572
5.1.12.00.00.00.00.00,5.1.00.00.00.00.00.00,Risk Management,N/A; ,12-Risk Management; ,N/A; ,lemonchiffon,Division,,http://infozone.snclavalin.com/en/files/2225-project-risk-management-en.pdf,109,15,new,15,15,-118
5.1.12.01.00.00.00.00,5.1.12.00.00.00.00.00,Quarterly Project Reviews,N/A; ,8-Project Controls; ,4-Commercial; 11-Procurement; 12-Risk Management; 17-Construction & Project Management; 19-Finance; ,lemonchiffon,Review,,javascript:void(0),182,15,none,25,15,-193
5.1.12.02.00.00.00.00,5.1.12.00.00.00.00.00,Risk Reviews,N/A; ,12-Risk Management; ,"4-Commercial; 5-Legal; 8-Project Controls; 11-Procurement; 13-Quality; 14-Human Ressources; 15-(HSSE) Health, Safety, Security Environment; 16-Engineering; 17-Construction & Project Management; 19-Finance; ",lemonchiffon,Header,,javascript:void(0),87,15,none,12,15,-96
5.1.12.02.01.00.00.00,5.1.12.02.00.00.00.00,Monthly Project Risk Register Review,N/A; ,12-Risk Management; ,"4-Commercial; 5-Legal; 8-Project Controls; 11-Procurement; 13-Quality; 14-Human Ressources; 15-(HSSE) Health, Safety, Security Environment; 16-Engineering; 17-Construction & Project Management; 19-Finance; ",lemonchiffon,Review,,javascript:void(0),262,15,none,36,15,-275
5.1.12.02.02.00.00.00,5.1.12.02.00.00.00.00,Quarterly schedule Risk Assessment Review,N/A; ,12-Risk Management; ,"4-Commercial; 5-Legal; 8-Project Controls; 11-Procurement; 13-Quality; 14-Human Ressources; 15-(HSSE) Health, Safety, Security Environment; 16-Engineering; 17-Construction & Project Management; 19-Finance; ",lemonchiffon,Review,,javascript:void(0),298,15,none,41,15,-312
5.1.12.03.00.00.00.00,5.1.12.00.00.00.00.00,Risk Management,N/A; ,12-Risk Management; ,N/A; ,lemonchiffon,Header,,javascript:void(0),109,15,none,15,15,-118
5.1.12.03.01.00.00.00,5.1.12.03.00.00.00.00,Implement Project Risk Management Plan,N/A; ,12-Risk Management; ,N/A; ,lemonchiffon,Process,,javascript:void(0),276,15,none,38,15,-290
5.1.12.03.02.00.00.00,5.1.12.03.00.00.00.00,Review Risk Allowance Forecast (Monte-Carlo),N/A; ,12-Risk Management; ,N/A; ,lemonchiffon,Process,,javascript:void(0),320,15,none,44,15,-334
5.1.12.03.03.00.00.00,5.1.12.03.00.00.00.00,Act as DB Insurance Contact/Coordinator on Insurance Claim Issues,N/A; ,12-Risk Management; ,N/A; ,lemonchiffon,Process,,javascript:void(0),473,15,none,65,15,-491
5.1.12.04.00.00.00.00,5.1.12.00.00.00.00.00,Validate 3108 P85 Risk Allowance,N/A; ,12-Risk Management; ,N/A; ,lemonchiffon,Action/Decision,,http://infozone.snclavalin.com/en/files/Form_3108_en.xlsx,233,15,new,32,15,-245
5.1.12.05.00.00.00.00,5.1.12.00.00.00.00.00,Project Peer Reviews,N/A; ,12-Risk Management; ,"11-Procurement; 13-Quality; 15-(HSSE) Health, Safety, Security Environment; 16-Engineering; 17-Construction & Project Management; ",lemonchiffon,Header,,javascript:void(0),145,15,none,20,15,-155
5.1.12.05.01.00.00.00,5.1.12.05.00.00.00.00,100 Day Review,N/A; ,12-Risk Management; ,"11-Procurement; 13-Quality; 15-(HSSE) Health, Safety, Security Environment; 16-Engineering; 17-Construction & Project Management; ",lemonchiffon,Review,,javascript:void(0),102,15,none,14,15,-111
5.1.12.05.02.00.00.00,5.1.12.05.00.00.00.00,60% of Completion Engineering Review,N/A; ,12-Risk Management; ,"11-Procurement; 13-Quality; 15-(HSSE) Health, Safety, Security Environment; 16-Engineering; 17-Construction & Project Management; ",lemonchiffon,Review,,javascript:void(0),262,15,none,36,15,-275
5.1.12.05.03.00.00.00,5.1.12.05.00.00.00.00,30% of Construction Review,N/A; ,12-Risk Management; ,"11-Procurement; 13-Quality; 15-(HSSE) Health, Safety, Security Environment; 16-Engineering; 17-Construction & Project Management; ",lemonchiffon,Review,,javascript:void(0),189,15,none,26,15,-200
5.1.12.05.04.00.00.00,5.1.12.05.00.00.00.00,"Review as requested by the CEO, CFO, EVP IMS or Sector President",N/A; ,12-Risk Management; ,"11-Procurement; 13-Quality; 15-(HSSE) Health, Safety, Security Environment; 16-Engineering; 17-Construction & Project Management; ",lemonchiffon,Review,,javascript:void(0),465,15,none,64,15,-483
